1,በቤንዚን የሚሠራ ሞተር ነዳጅ ከነዳጅ ጋን (ስልባትዮ) ወደ ካርቡሬተር እንዲተላለፍ የሚያደርገዉ ምንድነው?,ሀ. አየር ማጣሪያ,ለ. ካርቡሬተር,ሐ. የነዳጅ ፖምኘ,መ. ስልባትዮ,,ሐ
125,ሞተር ሲቀዘቅዝ ውሃ ከራዲያተር ወደ ኤክስፖንሽ ታንክ የተወሰነ ውሃ በትነት መልክ ይወገዳል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
126,የካምቢዮ ተግባር ተሸከርካሪው ወደ ተፈለገበት አቅጣጫ እንዲዞር ማድረግ ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
127,ዲፈረንሻል የተሽከርካሪውን ፍጥነት ለመጨመርና ለመቀነስ የሚያገለግል ክፍል ነው፡፡,ሀ. እውት,ለ. ሀሰት,,,,ለ
128,ካንዴሌቲ ከካርቡሬተር ጋር በመሆን በሲሊንደር ውስጥ ያለውን የነዳጅና የአየር ድብልቅ ለማቀጣጠል ይረዳል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
129,በተሸከርካሪ ላይ የተለያየ መጠን ያለው ጎማ መጠቀም ምንም ችግር አያስከትልም፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
130,ወደ ሲሊንደሩ ውስጥ ከሚገባው አየር ጋር ቀጥታ ግንኙነት ያለው ክፍል የቱ ነው?,ሀ.የአየር ማጣሪያ,ለ. ፖምፔታ,ሐ. ቦቢና,መ. ካንዴላ,,ሀ
131,በእመቃ ጊዜ ቫልቮች ______ ይሆናሉ፡፡,ሀ. ሁሉም ክፍት,ሐ. አንዱ ክፍት አንዱ ዝግ ነው,ለ. ሁሉም ዝግ,መ. መልሱ አልተሰጠም,,ለ
132,ተሽከርካሪው ኩርባ ሲዞር በግራና ቀኝ ያሉ ጎማዎች እኩል ዙር አይኖቸውም፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
133,ከኋለኛው ይልቅ ከፊት እግር ላይ የሚገጠሙ የተሽከርካሪ ጎማዎች ደህ ና ጥርስ ሊኖራቸው ይገባል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
134,ከሚከተሉት አንዱ የባትሪ መሙያ ክፍል አይደለም፡፡,ሀ. ቦቢና,,ሐ. ዲናሞ,,,ሀ
135,የተሽከርካሪ ሞተር ከተነሳ በኃላ በሞተሪኖ አማካኝᐃት ባትሪው እንደገና ይሞላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
136,ተሽከርካሪው በቀጥታ መንገድ ሲጓዝ ሁለቱም የኋላ ጎማዎች በተመሳሳይ ፍጥነት ይሽከረከራሉ፡፡,ሀ. እውት,ለ. ሀሰት,,,,ሀ
137,ሞተር ከመነሳቱ በፊት የተሽከርካሪው አጠቃላይ የኤሌክትሪክ ክፍሎች ኤሌክትሪክ የሚያገኙት ከ________ ነው፡፡,ሀ. ካንዴላ,ለ. ፊውዝ,ሐ. ፒስተን,መ. መልሱ የለም,,መ
138,ከሚከተሉት ውስጥ የሞተር ማስነሻ ክፍል የሆነው የቱ ነው?,ሀ. የዳሽ ቦርድ መብራት,ለ. የፍሪሲዮን ፔዳል,ሐ. ሞተሪኖ,መ. መልሱ አልተሰጠም,,ሐ
139,ከሚከተሉት ውስጥ በሚሰጠው አገልግሎት ልዩ የሆነውን አውጣ,ሀ. ዲፈረንሻል,ለ. ካንዴሊቲ,ሐ. ፕሮፔለር ሻፍት,መ. ሺሚያስ,,ለ
140,ከቦቢና የመጣውን የኤሌክትሪክ ጉልበት ወደ እያንዳንዱ ሲሊንደር የማከፋፈለን ተግባር የሚያከናውነው _______ ነው፡፡,ሀ. ፑንቲና,ለ. ቦቢና,ሐ. ሮተር,መ. ሾክ አብዞርቨር,,ሐ
141,ኮንዴንሰር በፍላይዊልና በሞተሪኖ ጥርስ መካከል ሰበቃ እንዳይፈጠር መከላለከል ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
142,የፀሐይ ጨረር መከላከያ በፊት መስታወት ላይ የሚያርፍን አቧራና ቆሻሻ ይከላከላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,
143,በማንኛውም ጊዜ ወደ መሪው በጣም ተጠግቶ ማሽከርከር ተሽከርካሪውን ለመቆጣጠር ስለሚያስችል ይመከራል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
144,ከዝናብ፣ ከፀሐይና ከከፍተኛ ብርድ የሚከላከል የተሸከርካሪ ክፍል ______ ይባላል፡፡,ሀ. ቦዲ,ለ. ሻንሲ,ሐ. ሞተር,መ. ሪዶታ,,ለ
145,በምሽት ጊዜ በርቀት በሌሎች አሽከርካሪዎች በቀላሉ ለመለየት ጠቃሚ የሆነ መሳሪያ የሰሌዳ መብራት ይባላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
146,የነዳጅ ማጣሪያ አገልግሎት በነዳጁ ውስጥ ተደባልቆ የሚገባን አየር ማጣራት ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
147,ቾክ ቫልቭ ስንስብ ኮፈኑን ከፍተን መሆን አለበት፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
148,በቬንትሌተር የሚቀዘፈው አየር በጋቢና ውስጥ ያለውን ሞቃታማ አየር ለማቀዝቀዝ ያገለግላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
149,በራዲያተር ክዳን ላይ የሚገኝ ቫልቭ የአየር ፊንሰ በመባል ይጠራል,ሀ. እውነት,ለ. ሀሰት,,,,ለ
150,ሞተር በማቀዝቀዣ ዘዴው በሜካኒካልና ኤሌክትሪኒክስ ተብሎ በሁለት ይከፈላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
151,ከፍላይዊል ጋር በመቀናጀት ለኃይል አስተላላፊነት የሚያገለግል ክፍል _____ ይባላል፡፡,ሀ. ፍሪሲዮን,ለ. ሞተሪኖ,ሐ. ፓምፔታ,መ. ራዲያተር,,ሀ
152,ፊውዝ ወደ ኤሌክትሪክ እቃዎች የሚሄደውን የኤሌክትሪክ ኃይል መብዛትና ማነስ ይቆጣጠራል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
153,ሬጉሌተር እንደመብራት ማጥፊያ የኤሌክትሪክ ፍሰትን በማገናኘትና በማቋረጥ ተግባሩን ያከናውናል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
154,ሞተር በተረጋጋ ሁኔታ ተግባሩን እንዳያከናውን ከሚያደርጉት ተግባሮች ውስጥ የሚካተተው የቱ ነው?,ሀ. ባለቀ ጎማ መጠቀም,ለ. በከባድ ማርሽ ለአጭር እርቀት መጓዝ,ሐ. ከመጠን በላይ ክብደት አለመጫን,መ. ሁሉም መልስ ናቸው,,ሀ
155,ኃይልን ከሞተር ወደ ካምቢዮ እንዲተላለፍና እንዲቋረጥ የሚያደርግ የተሸከርካሪ ክፍል _____ ይባላል፡፡,ሀ. ሪዶታ,ለ. ፍላይዊል,ሐ. ብላንቸሪ,መ. መልሱ አልተሰጠም,,መ
156,የባትሪ ተግባር ወደ ቦቢና የሚያልፈውን ኤሌክትሪክ ኃይል መቆጣጠር ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
157,ባለ አራት ማርሽ ላይ ካምቢዮ በቀጥታ ከሞተር በተላለፈለት ኃይል እንዳለ ፍጥነቱ ሳይቀንስ የሚጓዘው በየትኛው ማረሽ ጊዜ ነው,ሀ. 1ኛ,ለ. 2ኛ,ሐ. 3ኛ,መ. 4ኛ,,መ
158,ከትራስሚሲዮን የመጣለትን ዙር በ90 ዲግሪ ቀይሮ ለጎማው የሚያስተላልፍ ክፍል _______ ይባላል፡፡,ሀ. ሞተር,ለ. ካምቢዮ,ሐ. ዲፈረንሻል,መ. አክስል,,ሐ
159,ተሽከርካሪ በኩርባ ቦታ ላይ ጎማዎች በተለያየ ዙር እንዲዞሩ የሚያደርግ የተሽከርካሪ ክፍል ______ ይባላል፡፡,ሀ. ሞተር,ለ. ካምቢዮ,ሐ. ዲፈረንሻል,መ. አክስል,,ሐ
160,የተሽከርካሪን ፍጥነት ለመቆጣጠር የሚያገለግል መሳሪያ የትእይንት መቆጣጠሪያ ተብሎ ይጠራል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
161,ከሚከተሉት አንዱ በዳሽ ቦርድ ላይ አይገኝም፡፡,ሀ. የነዳጅ መጠን መጠቆሚያ,ለ. የሞተር ሙቀት መጠቆሚያ,ሐ. የሞተር ዘይት ግፊት መቆጣጠሪያ,መ. መልሱ አልተሰጠም,,መ
162,ፑንቲና እንዲከፈትና እንዲዘጋ የሚያደርግ ክፍል ኮንዴነሰር ይባላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
163,የፍሬን መብራት እንደ ፓርኪንግ መብራት ያገለግላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
164,የታሸገ ባትሪን የቻርጅ መጠኑን ክዳኑን በመክፈት ማረጋገጥ ይቻላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
165,ሞተር ተግባሩን በአግባቡ ለማከናወን የተወሰነ የሙቀት መጠን ሊኖረው ይገባል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
166,ራዲያተር ላይ ያለው ክዳን ውሃው ወደ ውጭ እንዲፈስ ከመከላከል ውጪ ሌላ ሥራ የለውም፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
167,ከሞተሩ ውስጥ ቴርምስታትን ማዉጣት ተገቢ አይደለም፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
168,በሊሾ ጎማ ለረጅም ጊዜ መጠቀም ለሞተር ሙቀት መጨመር ምክንያት ይሆናል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
169,ሞተር እንደተነሳ ቶሎ ቶሎ ነዳጅ እየሰጡ ማሞቅ በሞተሩ ላይ ምንም ችግር አያስከትልም፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
170,ቦቢና ብዙ ጊዜ በናፍጣ ሞተሮች ላይ ይገኛል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
171,ያለ አየር ማጣሪያ ሞተሩ እንዲሠራ ማድረግ,ሀ. በሞተሩ ውስጥ ካርቦን እንዲጋገር ያደርጋል,ለ. የሞተሩ ጉልበት እንዲጨምር ያደርጋል,ሐ. ሞተሩ ውስጥ በቂ እሳት እንዲፈጠር ያደርጋል,መ. ሁሉም መልስ ነው,,ሀ
172,የተሽከርካሪን ንፅህና መጠበቅ የተሽከርካሪውን እድሜ ያራዝማል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
173,በአጠባ ወቅት በኤሌክትሪክ ክፍሎች ውስጥ ውሃ ቢገባ ፡-,ሀ. ሞተር አይነሳም,ለ. የሞተሩ ድምፅ ይቆራረጣል,ሐ. ጉልበት ይቀንሳል,መ. ሁሉም መልስ ናቸው,,መ
174,ተሽከርካሪ ሁልጊዜ ስናሳጥብ ለማጠቢያ ተብሎ በተዘጋጀ ቦታ ላይ ብቻ መከናወን አለበት፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
175,ለሞተር ጉልበት መቀነስ ምክንያት ከሚሆኑት ውስጥ የሚካተተው የቱ ነው?,ሀ. የነዳጅ ማጣሪያ መቆሸሽ,ለ. የአየር ማጣሪያ መቆሸሽ,ሐ. በቂ የኤሌክትሪክ ሀይል ማነስ,መ. ሁሉም መልስ ናቸው,,መ
176,አጠባ በሚከናወንበት ወቅት የሞተር ዘይት ፣ ጊርቦክስና ዲፈረንሻል ዘይት ስንቀይር በእቃ ተቀብለን ማስወገድ ይኖርብናል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
177,የተሽከርካሪ የኤሌክትሪክ ክፍል የሆነው የቱ ነው?,ሀ. የመብራት ክፍል,ለ. የባትሪ መሙያ ክፍል,ሐ. የሞተር ማስነሻ ክፍል,መ. ሁሉም መልስ ናቸው,,መ
178,በሲሊንደሩ ውስጥ የገባውን የአየርና የነዳጅ ድብልቅ የሚያቀጣጥል . ይባላል፡፡,ሀ. ካንዴላ,ለ. ጀነሬተር,ሐ. ሞተሪኖ,መ. ፑንቲና,,ሀ
179,በነዳጅ ማጠራቀሚያ ጋን ውስጥ ያለውን የነዳጅ መጠን ለማወቅ የሚረዳ መሣሪያ ይባላል፡፡,ሀ. የሞተር ሙቀት መለኪያ,ለ. የዘይት ግፊት መለኪያ,ሐ. የነዳጅ ጌጅ,መ. የእሳት አቀጣጣይ ክፍል,,ሐ
180,ጀነሬተር ሞተር ከተነሳ በኃላ በመጀመሪያ ባትሪውን ይሞላና በመቀጠል ሞተር እስኪጠፋ ድረስ ተሽከርካሪው ላይ ላሉ ክፍሎች ኤሌክትሪክ ይመግባል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
181,ሞተር ከመነሳቱ በፊት አንድ አሽከርካሪ ባትሪን ሲፈትሽ ማከናወን ካለበት ተግባር ውስጥ የማይካተተው የቱ ነው?,ሀ. በባትሪ ውስጥ በቂ የኤሌክትሪክ ኃይል መኖሩን ማረጋገጥ,ለ. በበቂ መጠን ፈሳሽ በባትሪው ውስጥ መኖሩን ማረጋገጥ,ሐ. ባትሪው ጠብቆ የታሰረ መሆኑን ማረጋገጥ,መ. ተርሚናሎች ላይ ሻጋታ መኖሩን ማረጋገጥ,,ሀ
182,ባትሪ ሲታሰር መጀመሪያ ቀጥሎ ደግሞ መሆን አለበት፡፡,ሀ. ኔጋቲቨ፤ፓዘቲቨ,ለ. ፖዘቲቨ፤ኔታቲቨ,ሐ. ፓዘቲቨ፤ፓዘቲቨ,መ. ኔጋቲቨ፤ኔጋቲቨ,,ለ
183,የባትሪ ውሃ ሲጐድል ማንኛውንም ንፁህ ውሃ በመጠኑ መሙላት ይገባል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
184,የባትሪ ተርሚናሎች ሲቆሽሹ በውሃ ማጽዳትና በአግባቡ መልሶ ማሰር ተገቢ ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
185,የተሽከርካሪውን ሞተር ለማስነሳት የሚያገለግል መሳሪያ ይባላል፡፡,ሀ. ጀነሬተር,ለ. ቦቢና,ሐ. ሞተሪኖ,መ. ፑንቲና,,ሐ
186,ባትሪን በሌላ ባእድ ነገር መሸፈን ምን ያስከትላል ?,ሀ. የኤሌክትሪክ ሀይል ይቀንሳል,ለ. ባትሪው ከመጠን በላይ ይሞቃል,ሐ. ተርሚናሎች እንዲሻግቱ ያደርጋል,መ. መልሱ አልተሰጠም,,ለ
187,ለሞተር በአግባቡ መስራት ጠቃሚ ከሆኑት ውስጥ የሚካተተው የቱ ነው?,ሀ. አየር,ለ. ነዳጅ,ሐ. የኤሌክትሪክ ኃይል,መ. ሁሉም,,መ
188,ለባትሪ መሙያ ክፍሎች መደረግ ካለበት ጥንቃቄ ውስጥ የሚካተተው የቱ ነው?,ሀ. ቺንጋ አለመላላቱንና አለመጥበቁን ማረጋገጥ,ለ. ባትሪው ጠብቆ የታሰረ መሆኑን ማረጋገጥ,ሐ. የባትሪ ክዳን ላይ ያሉ ቀዳዶች አለመደፈናቸውን ማረጋገጥ,መ. ሁሉም መልስ ናቸው,,መ
189,የፊውዝ መቃጠል ለሞተር አለመነሳት ምክንያት ሊሆን ይችላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
190,ሞተር እስኪነሳ ድረስ የሞተር ቁልፍን እስታርት ላይ አድርገን መያዝ ያለብን ቢበዛ ስንት ሰከንድ ነው ?,ሀ. 10,ለ. 20,ሐ. 30,መ. 40,,ሐ
191,ፊውዝ በሚቃጠልበት ጊዜ በምትኩ በተመሳሳይ መጠን መቀየር ተገቢ ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
192,በተሽከርካሪ ነዳጅ መስመር ውስጥ ውሃ/አየር ቢገባ የሞተር ድምፅ ይንተፋተፋል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
193,የተሽከርካሪ ሞተር ድምፅ ቢቆራረጥ አንድ አሽከርካሪ ማድረግ ያለበት ተግባር የሆነው የቱ ነው ?,ሀ. የአየር ማጣሪያውን አፅድቶ መግጠም,ለ. የነዳጅ ማጣሪያውን አፅድቶ መግጠም,ሐ. ሀ እና ለ መልስ ናቸው,መ. መልሱ አልተሰጠም,,ሐ
194,አሽከርካሪዎች ዘወትር ሞተር ከማስነሳታቸው በፊት ፍተሻ ማካሄድ ያለባቸው ተግባር ነው፡፡,ሀ. የኤሌክትሪክ መስመሮችን መፈተሽ,ለ. የነዳጅ መስመሮችን መፈተሽ,ሐ. የሞተር ዘይት በበቂ መጠን መኖሩን መፈተሽ,መ. ሁሉም መልስ ይሆናሉ,,መ
195, አንድ አሽከርካሪ የተሽከርካሪው ፍሬን ሸራ ሲበላ ማስቀየር አለበት፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
196,በተሽከርካሪው ውስጥ ያለውን የሞተር ዘይት መጠን ለመመልከት የሚያገለግል መሳሪያ ይባላል፡፡,ሀ. ዲኘስቲክ,ለ. የአየር ማጣሪያ,ሐ. ካርቡሬተር,መ. ክ ቫልቨ,,ሀ
197,በተሽከርካሪ ላይ የሚገኝን ባትሪ ሙሉ ለሙሉ መሸፈን ተገቢ አይደለም፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
198,ንፋስ በጐደለው ጐማ ማሽከርከር ለተሽከርካሪው ፍጥነት መቀነስ ምክንያት ይሆናል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
199,የተሽከርካሪ ጐማ ንፋስ ከመጠን በላይ ከሞላ እየነጠረ ለጉዞ አስቸጋሪ ይሆናል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
200,የዲፈረንሻል ዘይትና የካምቢዮ ዘይት መጉደሉን በየወቅቱ ማየት ተገቢ ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
201,ከሚከተሉት አንዱ በዳሽ ቦርድ ላይ የሚገኝ ጠቋሚ መሣሪያ ነው፡፡,ሀ. ዲኘስቲክ,ለ. የዘይት ግፊት ማሳያ,ሐ. የነዳጅ ማጣሪያ,መ. ካንዴላ,,ለ
202,የኋላ ማርሽ መብራት አገልግሎት የተሽከርካሪ ፍጥነት መቀነሱን ለኋለኛው ተሽከርካሪ ለመንገር ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
203,የባትሪ ተርሚናሎችን አቀያይሮ መግጠም በተሽከርካሪው ላይ ምንም ችግር አያስከትልም፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
204,የጀነሬተር ዋነኛ አገልግሎት ከባትሪ የተቀበለውን አነስተኛ የኤሌክትሪክ ሀይል ወደ ከፍተኛ የኤሌክትሪክ ኃይል መቀየር ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
205,በተሽከርካሪ ላይ የሚገኝ ቺንጋ መላላት ለማቀዝቀዥ ክፍልና ለባትሪ መሙያ ክፍል አለመሥራት ምክንያት ሊሆን ይችላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
206,ባትሪው በትክክል እየተሞላ መሆኑን ለማረጋገጥ የሚቻለው ነው፡፡,ሀ. ቺንጋውን በማየት,ለ. የባትሪውን ክዳን ከፍቶ በማየት,ሐ. በዳሽ ቦርድ ላይ ያለውን የቻርጅ ምልክት በማየት,መ. ሁሉም መልስ ይሆናሉ,,ሐ
207,የሞተር ዘይት ስንቀይር አብረን የዘይት ማጣሪያውንም መቀየር ወይም አጽድቶ መግጠም ይገባል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
208,የሞተር ዘይት በሞተሩ ውስጥ ለምን ለምን አገልግሎት ይውላል ?,ሀ. ጥሩ እመቃ እንዲኖር በማድረገ,ለ. ሰበቃን ይቀንሳል,ሐ. ድምፅ ይቀንሳል,መ.ሁሉም መልስ ናቸው,,መ
209,የሞተር ዘይት ስንፈትሽ የዘይቱን መጠንና መቆሸሽ አለመቆሸሹን ማረጋገጥ ይቻላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
210,በዳሽ ቦርድ ላይ ያለው የዘይት ግፊት አመልካች ጌጅ የዘይቱን መጠን ለመለካት ያገለግላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
211,በአየር የሚቀዘቅዙ የሞተር አይነቶች ራዲያተር ይጠቀማሉ ፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
212,በተሽከርካሪ ላይ የሚገኘው የውሃ ፓምኘ የሞቀውን ውሃ ከሞተር ውደ ራዲያተር ለመሳብ ያገለግላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
213,አሽከርካሪዎች ሁልጊዜ በጉዞ ላይ እያሉ በመካከል በዳሽቦርድ ላይ የሚገኙ ጠቋሚ መሣሪያዎችን መከታተል ይኖርባቸዋል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
214,ቬንትሌተር አየር ለማጣራትና የሞተሩን ድምፅ ለመቀነስ ያገለግላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
215,አሽከርካሪዎች የተሽከርካሪውን ማንዋል ማንበብና በማንዋሉ መሠረት ለተሽከርካሪው ተገቢውን እንክብካቤ ማድረግ አለባቸው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
216,በተሽከርካሪ ላይ የሚገኙ ክፍሎችን እንዴት መጠቀም እንዳለብን የሚጠቁም ማንዋል ይባላል፡፡,ሀ. የመለዋወጫ እቃ ማንዋል,ለ. የአጠቃቀም ማንዋል,ሐ. የአምራች ድርጅት ልኬት ማንዋል,መ. መልሱ አልተሰጠም,,ለ
217,ጥምዝ ሞላ ከተሽከርካሪ የትኛው ክፍል ጋር ይመደባል ?,ሀ. ኃይል አስተላላፊ ክፍል,ለ. ማለስለሻ ክፍል,ሐ. አረግራጊና ተሸካሚ ክፍል,መ. የኤሌክትሪክ ክፍል,,ሐ
218,ፕሮፔለር ሻፍት የተሽከርካሪ ኃይል አስተላላፊ አንዱ ክፍል ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
219,ካምቢዮ ለተሽከርካሪው ጉልበትና ፍጥነት ለመጨመር አያገለግልም፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
220,ጀነሬተር የሚያመነጨውን ኤሌክትሪክ የሚቆጣጠርና የሚመጥን ክፍል ይባላል፡፡,ሀ. ሞተሪኖ,ለ. ሬጉሌተር,ሐ. ዲስትሪቢወተር,መ. ቦቢና,,ለ
221,ፍሪሲዮን የሞተሩን ኃይል ወደ ካምቢዮ እንዲተላለፍና እንዲቋረጥ ለማድረግ ያገለግላል ፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
222,የሞተር ዘይት በተወሰነ ደረጃ ሞተሩን ለማቀዝቀዝ ያገለግላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
223,ከካምቢዮ ኃይልን ተቀብሎ ለዲፈረንሻል የሚያቀብል የተሽከርካሪ ክፍል ይባላል፡፡,ሀ. ዲፈረንሻል,ለ. ፍሪሲዮን,ሐ. ሺሚያስ,መ. ኘሮፔለር ሻፍት,,መ
224,ግሎው ኘላግ የቤንዚን ሞተር ክፍል ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
225,ከሚከተሉት በአንዱ እጅ ፍሬን አይሠራም,ሀ. ዘይት,ለ. ሜካኒካል,ሐ. ንፋስ,መ. መልሱ አልተሰጠም,,ሀ
226,አብዛኛው የተሽከርካሪ ክፍሎች የሚታሰሩበት ክፍል   ይባላል፡፡,ሀ. ቦዲ,ለ. ሞተር,ሐ. ሻንሲ,መ. ሁሉም መልስ ነው,,ሐ
227,የባትሪ ውሃ ቶሎ ቶሉ ማለቅ የምን ምልክት ነው?,ሀ. የባትሪ ከሚፈለገው በታች መሞላት,ለ. የባትሪ ከሚፈለገው በላይ መሞላት,ሐ. የባትሪ ማርጀት,መ. ሁሉም መልስ ናቸው,,ለ
228,ነዳጅ በሲሊንደር በኩል ወደ ሶቶኮፖ ከገባ የምን ችግር ነው?,ሀ. የሲሊንደር መበላት,ለ. የፋሻ መበላት,ሐ. የፒስተን መበላት,መ. “ ሀ “ እና “ለ “ መልስ ናቸው,,መ
229,የተሽከርካሪ ፊውዝ ቢቃጠ,ሀ. እውነት,ለ. ሀሰት,,,,
230,የማቀዝቀዣ ክፍሎችን ስንፈትሽ ማረጋገጥ ከሚገባን ውስጥ የማይካተተው የቱ ነው?,ሀ/ ቺንጋው አለመላላቱን ወይም አለመጥበቁን ማረጋገጥ,ለ/ ቬንትሌተሩ አለመሰንጠቁንና አለመገልበጡን ማረጋገጥ,ሐ/ በራዲያተሩ ውስጥ ንፁህ ውሃ በመጠኑ መኖሩን ማረጋገጥ,መ/ መልሱ አልተሰጠም,,ሀ
231,ተሽከርካሪ ላይ ቬንትሌተር ተገልብጦ ቢገጠም ምንም ችግር አያስከትልም,ሀ. እውነት,ለ. ሀሰት,,,,መ
232,ቴርሞስታትን ከተሽከርካሪ ማቀዝቀዣ ክፍል ውስጥ እንዲወጣ ማድረግ ተገቢ ነው,ሀ. እውነት,ለ. ሀሰት,,,,ለ
233,ካርቱሽ ከሆነ ወረቀት የሚሰራና ብዙ ቀዳዳዎች ያሉት የአየር ማጣሪያ ይባላል,ሀ. እርጥብ ማጣሪያ,ለ. ደረቅ ማጣሪያ,ሐ. እርጥብና ደረቅ ማጣሪያ,መ. መልሱ አልተሰጠም,,ለ
234,እርጥብ የአየር ማጣሪያ ለማጣሪያነት የሚጠቀመው ምንድን ነው?,ሀ. ውሃ,ለ. ዘይት,ሐ/ ቅባት,መ/ ሁሉም መልሱ ይሆናሉ,,ለ
235,ሞተር በሚጠቀመው የነዳጅ አይነት በሶስት ይከፈላል,ሀ. እውነት,ለ. ሀሰት,,,,ለ
236,ሞተር በማቀዝቀዣ ዘዴው በስንት ይከፈላል?,ሀ. በ 1,ለ. በ 2,ሐ. በ 3,መ. በ 4,,ለ
237,በጭስ አማካኝነት ከሞተር የሚወገደው የሙቀት መጠን በፐርሰንት ስንት ነው?,ሀ. 10%,ለ. 5%,ሐ. 40%,መ. 35%,,ለ
238,ከሚከተሉት ውስጥ የነዳጅ አስተላላፊ ክፍል የሆነው የቱ ነው?,ሀ. ክራንክ ሻፍት,ለ. የነዳጅ ማጣሪያ,ሐ. ካርቡሬተር,መ. ለ እና ሐ መልስ ናቸው,,መ
239,ከሚከተሉት ውስጥ የእሳት አቀጣጣይ ክፍል ያልሆነው የቱ ነው?,ሀ. ካንዴላ,ለ. ቦቢና,ሐ. ካርቡሬተር,መ. ፑንቲና,,ሐ
240,ቬንትሌተር ከተሽከርካሪ ማቀዝቀዣ ክፍል አንዱ ነው,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
241,ፍላይዊል ከሞተሪኖ ጋር በመቀናጀት ለሞተር ማስነሻነት ያገለግላል,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
242,የቬንትሌተር አገልግሎት ቀዝቃዛ አየርን ከውስጥ ወደ ውጪ ማራገብ ነው,ሀ. እውነት,ለ. ሀሰት,,,,ለ
